"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"CLEXBUS","1988","05","0.207886","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","06","0.211781","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","07","0.218372","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","08","0.245154","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","09","0.264715","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","10","0.236949","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","11","0.21928","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","12","0.237303","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1988","13","2.49901","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","01","0.164958","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","02","0.176531","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","03","0.219087","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","04","0.238153","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","05","0.25335","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","06","0.252631","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","07","0.162419","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","08","0.212461","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","09","0.252731","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","10","0.243093","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","11","0.255542","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","12","0.206356","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1989","13","2.637312","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","01","0.195132","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","02","0.163575","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","03","0.22777","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","04","0.225077","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","05","0.257495","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","06","0.244086","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","07","0.240896","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","08","0.263719","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","09","0.268267","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","10","0.229437","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","11","0.252094","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","12","0.204725","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1990","13","2.772273","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","01","0.162733","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","02","0.21282","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","03","0.208909","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","04","0.181154","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","05","0.262355","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","06","0.242983","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","07","0.264473","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","08","0.276054","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","09","0.276465","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","10","0.242088","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","11","0.277647","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","12","0.245989","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1991","13","2.85367","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","01","0.224717","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","02","0.202973","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","03","0.219298","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","04","0.225414","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","05","0.248073","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","06","0.233124","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","07","0.250404","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","08","0.198957","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","09","0.243406","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","10","0.194715","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","11","0.22806","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","12","0.212784","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1992","13","2.681926","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","01","0.171337","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","02","0.176845","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","03","0.148753","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","04","0.138723","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","05","0.159591","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","06","0.226971","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","07","0.173089","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","08","0.153532","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","09","0.161163","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","10","0.170778","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","11","0.132169","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","12","0.149515","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1993","13","1.962467","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","01","0.124563","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","02","0.111952","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","03","0.155189","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","04","0.131013","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","05","0.140236","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","06","0.201084","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","07","0.154858","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","08","0.175607","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","09","0.188317","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","10","0.160864","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","11","0.160547","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","12","0.174572","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1994","13","1.878801","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","01","0.161906","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","02","0.151176","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","03","0.184021","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","04","0.188811","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","05","0.210392","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","06","0.207746","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","07","0.173632","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","08","0.197147","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","09","0.20975","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","10","0.204815","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","11","0.196203","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","12","0.232569","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1995","13","2.318168","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","01","0.176504","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","02","0.180402","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","03","0.180071","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","04","0.191859","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","05","0.200567","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","06","0.2106","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","07","0.206184","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","08","0.193999","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","09","0.215006","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","10","0.211411","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","11","0.208751","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","12","0.192679","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1996","13","2.368031","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","01","0.191575","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","02","0.151666","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","03","0.18207","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","04","0.174758","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","05","0.188876","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","06","0.177222","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","07","0.178691","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","08","0.224466","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","09","0.18367","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","10","0.195455","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","11","0.173494","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","12","0.171193","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1997","13","2.193135","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","1998","01","0.187161","1","Coal Exports","Quadrillion Btu"
