"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"CLRCPUS","1987","05","83.669","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","06","66.162","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","07","115.96","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","08","109.505","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","09","145.488","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","10","150.885","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","11","159.636","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","12","204.268","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1987","13","1590.245","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","01","181.782","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","02","149.205","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","03","109.969","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","04","133.82","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","05","78.781","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","06","96.768","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","07","149.297","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","08","144.846","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","09","85.37","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","10","98.114","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","11","130.652","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","12","209.994","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1988","13","1568.598","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","01","132.799","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","02","145.535","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","03","107.496","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","04","107.233","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","05","70.506","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","06","62.195","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","07","104.134","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","08","94.371","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","09","66.836","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","10","44.048","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","11","111.314","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","12","248.667","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1989","13","1295.135","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","01","142.59","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","02","131.135","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","03","110.201","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","04","106.378","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","05","72.053","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","06","74.607","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","07","106.959","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","08","99.696","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","09","81.87","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","10","82.691","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","11","124.832","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
