"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"WDPRBUS","1983","08","227.978","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1983","09","220.641","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1983","10","228.031","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1983","11","220.719","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1983","12","228.194","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1983","13","2684.271","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","01","227.551","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","02","212.673","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","03","227.378","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","04","219.904","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","05","227.242","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","06","219.914","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","07","227.458","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","08","227.481","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","09","220.21","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","10","227.64","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","11","220.555","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","12","227.811","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1984","13","2685.817","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","01","228.394","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","02","206.294","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","03","228.374","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","04","220.463","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","05","227.858","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","06","220.471","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","07","228.091","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","08","228.276","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","09","221.006","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","10","228.287","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","11","220.962","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","12","228.29","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1985","13","2686.765","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","01","217.84","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","02","196.536","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","03","217.379","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","04","210.372","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","05","217.424","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","06","210.444","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","07","217.598","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","08","217.76","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","09","210.699","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","10","217.574","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","11","210.647","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","12","217.863","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1986","13","2562.134","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","01","209.176","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","02","188.924","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","03","209.117","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","04","202.254","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","05","208.99","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","06","202.596","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","07","209.335","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","08","209.365","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","09","202.52","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","10","209.112","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","11","202.462","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","12","209.308","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1987","13","2463.159","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","01","218.368","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","02","204.246","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","03","218.351","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","04","211.122","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","05","217.825","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","06","211.242","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","07","218.272","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","08","218.415","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","09","211.218","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","10","218.198","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","11","211.191","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","12","218.215","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1988","13","2576.663","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","01","231.17","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","02","211.272","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","03","236.6","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","04","218.29","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","05","200.711","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","06","208.439","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","07","217.404","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","08","234.088","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","09","220.479","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","10","230.492","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","11","231.613","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","12","239.066","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1989","13","2679.623","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","01","193.411","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","02","186.722","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","03","199.565","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","04","190.159","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","05","166.803","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","06","134.939","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","07","176.618","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","08","201.445","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","09","196.099","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","10","190.414","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","11","177.629","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","12","202.362","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1990","13","2216.166","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","01","221.773","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","02","161.586","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","03","165.815","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","04","142.348","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","05","156.299","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","06","161.835","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","07","163.21","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","08","201.887","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","09","220.843","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","10","204.17","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","11","194.094","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","12","220.221","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1991","13","2214.082","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","01","225.223","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","02","179.107","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","03","169.584","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","04","162.501","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","05","136.512","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","06","178.938","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","07","196.218","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","08","216.248","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","09","199.5","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","10","219.054","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","11","220.592","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","12","209.993","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1992","13","2313.471","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","01","212.917","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","02","190.799","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","03","202.466","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","04","176.447","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","05","141.057","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","06","142.881","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","07","159.077","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","08","215.249","1","Wood Energy Production","Trillion Btu"
