"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"JFEXPUS","200010","41.677","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200011","63.633","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200012","39.484","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200013","31.77","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200101","27.129","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200102","17.857","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200103","40.839","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200104","17.033","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200105","16.548","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200106","18.133","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200107","23.29","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200108","23.968","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200109","20.8","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200110","31.161","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200111","63.933","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200112","50.968","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200113","29.392","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200201","12.935","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200202","40.357","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200203","2.581","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200204","17.533","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200205","10.935","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200206","9.1","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200207","2.258","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200208","9.581","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200209","22.333","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200210","17.065","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200211","11.733","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200212","30.129","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200213","15.345","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200301","36.29","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200302","18.536","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200303","34.419","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200304","33.933","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200305","19.452","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200306","6.667","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200307","12.032","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200308","6.903","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200309","19.6","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200310","28.484","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200311","9.833","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200312","17.71","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200313","20.367","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200401","21.865","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200402","19.156","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200403","39.052","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200404","19.031","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200405","29.557","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200406","28.336","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200407","10.264","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200408","51.616","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200409","77.13","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200410","50.527","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200411","54.69","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200412","83.189","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200413","40.435","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200501","28.316","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200502","66.967","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200503","72.099","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200504","97.574","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200505","115.329","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200506","67.992","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200507","46.063","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200508","55.042","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200509","15.632","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200510","11.307","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200511","35.597","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200512","20.991","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200513","52.61","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200601","23.949","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200602","25.443","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200603","35.642","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200604","42.102","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200605","32.429","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200606","33.511","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200607","33.884","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200608","48.984","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200609","59.622","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200610","55.607","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200611","49.378","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200612","47.65","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200613","40.749","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200701","39.131","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200702","31.08","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200703","52.62","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200704","34.117","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200705","19.409","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200706","25.118","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200707","52.931","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200708","26.629","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200709","41.892","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200710","32.799","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200711","91.665","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200712","46.036","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200713","41.124","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200801","59.21","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200802","67.447","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200803","63.999","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200804","31.969","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200805","75.677","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200806","86.322","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200807","93.501","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200808","61.619","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200809","28.67","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200810","60.525","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200811","51.56","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200812","52.486","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200813","61.172","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200901","76.738","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200902","41.82","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200903","61.253","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200904","66.029","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200905","85.681","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200906","42.34","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200907","48.55","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200908","54.464","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200909","63.354","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200910","95.118","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200911","74.207","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200912","116.284","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","200913","69.122","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201001","113.351","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201002","66.152","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201003","70.1","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201004","76.05","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201005","78.736","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201006","56.693","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201007","81.912","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201008","84.832","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201009","80.864","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201010","63.653","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201011","102.718","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201012","133.582","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201013","84.255","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201101","125.993","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201102","99.514","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201103","87.575","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201104","101.971","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201105","55.898","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201106","74.049","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201107","109.347","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201108","90.503","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201109","102.961","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201110","78.033","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201111","105.779","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201112","129.898","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201113","96.778","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201201","114.898","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201202","125.848","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201203","99.689","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201204","89.907","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201205","124.631","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201206","152.076","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201207","141.617","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201208","110.005","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201209","130.672","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201210","149.588","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201211","160.046","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201212","189.495","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201213","132.4","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201301","163.724","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201302","97.723","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201303","132.033","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201304","136.783","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201305","119.928","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201306","179.391","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201307","150.997","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201308","194.819","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201309","140.736","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201310","138.105","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201311","202.144","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201312","212.679","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201313","156.133","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201401","135.671","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201402","145.968","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201403","141.346","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201404","114.28","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201405","158.336","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201406","151.856","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201407","206.407","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201408","212.583","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201409","137.876","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201410","202.519","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201411","189.302","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201412","155.326","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201413","162.916","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201501","241.031","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201502","192.75","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201503","154.68","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201504","193.671","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201505","129.305","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201506","146.625","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201507","181.171","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201508","153.749","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201509","162.176","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201510","118.49","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201511","191.055","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201512","154.531","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201513","168.012","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201601","205.46","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201602","170.861","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201603","126.075","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201604","164.049","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201605","184.216","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201606","205.007","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201607","143.469","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201608","199.538","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201609","170.595","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201610","137.062","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201611","197.29","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201612","200.489","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201613","175.27","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201701","174.11","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201702","177.636","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201703","175.389","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201704","202.648","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201705","172.268","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201706","235.487","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201707","220.045","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201708","197.828","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201709","128.726","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201710","148.378","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201711","201.373","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201712","174.566","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201713","184.003","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201801","196.766","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201802","176.401","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201803","247.434","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201804","226.048","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201805","244.903","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201806","214.936","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201807","268.707","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201808","223.06","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201809","166.457","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201810","276.847","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201811","214.972","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201812","211.033","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201813","222.857","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201901","263.972","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201902","191.631","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201903","173.065","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201904","194.772","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201905","193.997","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201906","213.306","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201907","208.966","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201908","254.364","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201909","242.645","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201910","221.526","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201911","225.703","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201912","256.444","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","201913","220.276","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202001","227.051","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202002","246.504","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202003","210.812","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202004","79.687","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202005","21.721","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202006","44.352","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202007","54.164","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202008","30.291","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202009","45.57","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202010","40.803","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202011","79.115","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202012","82.44","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202013","96.437","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202101","92.007","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202102","67.882","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202103","72.716","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202104","64.978","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202105","110.395","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202106","93.033","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202107","91.017","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202108","139.481","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202109","109.06","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202110","125.595","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202111","148.683","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202112","169.641","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202113","107.396","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202201","131.669","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202202","165.667","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202203","175.588","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202204","215.926","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202205","162.571","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202206","176.037","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202207","203.629","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202208","210.606","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202209","200.633","5","Jet Fuel Exports","Thousand Barrels per Day"
"JFEXPUS","202210","160.129","5","Jet Fuel Exports","Thousand Barrels per Day"
"MGEXPUS","194913","107.8","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195013","67.729","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195113","109.962","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195213","99.139","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195313","103.904","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195413","94.153","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195513","94.578","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195613","97.191","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195713","105.721","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195813","75.077","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","195913","45.871","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196013","36.765","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196113","24.592","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196213","18.06","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196313","19.14","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196413","1.866","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196513","1.723","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196613","1.189","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196713","2.323","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196813","0.68","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","196913","1.926","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197013","1.263","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197113","1.123","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197213","1.158","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197301","1.032","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197302","5.071","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197303","0.71","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197304","4.333","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197305","4.871","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197306","0.933","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197307","2.258","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197308","0.258","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197309","0.9","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197310","8.097","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197311","15.3","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197312","4.71","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197313","4.016","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197401","4.065","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197402","0.643","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197403","7.258","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
"MGEXPUS","197404","1.367","6","Finished Motor Gasoline Exports","Thousand Barrels per Day"
