"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PZEXPUS","197902","9.5","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197903","11.516","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197904","7.733","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197905","6.065","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197906","5.833","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197907","5.645","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197908","6.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197909","4.6","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197910","7.226","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197911","8.8","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197912","13.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","197913","7.871","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198001","14.032","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198002","12.793","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198003","13.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198004","9.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198005","7.742","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198006","9.2","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198007","7.226","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198008","7.032","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198009","8.333","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198010","8.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198011","10.433","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198012","9.839","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198013","9.893","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198101","10.935","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198102","10.786","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198103","10.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198104","11.567","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198105","8.452","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198106","10.967","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198107","7.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198108","60.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198109","10.2","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198110","32.742","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198111","25.433","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198112","20.226","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198113","18.397","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198201","25.065","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198202","19.821","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198203","36.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198204","42.133","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198205","26.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198206","51.2","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198207","20.677","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198208","30.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198209","35.533","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198210","37.871","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198211","15.633","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198212","34.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198213","31.384","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198301","67.032","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198302","53.536","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198303","78.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198304","87.633","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198305","55.419","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198306","25.4","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198307","24.194","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198308","16.71","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198309","42","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198310","17.226","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198311","18.367","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198312","27.484","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198313","42.701","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198401","17.129","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198402","24.414","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198403","39.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198404","29.233","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198405","16.839","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198406","33.667","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198407","27.581","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198408","18.581","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198409","20.467","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198410","39.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198411","37.033","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198412","53.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198413","29.811","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198501","51.161","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198502","55.571","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198503","45.161","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198504","61.767","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198505","32.29","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198506","33.6","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198507","47.774","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198508","59.968","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198509","23.433","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198510","38.774","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198511","66.467","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198512","60.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198513","47.986","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198601","42.194","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198602","50.214","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198603","26.742","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198604","19.333","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198605","24.419","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198606","18.4","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198607","36.484","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198608","40.419","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198609","15.467","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198610","19.774","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198611","27.833","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198612","19.226","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198613","28.285","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198701","26.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198702","20.036","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198703","35.065","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198704","18.767","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198705","20.968","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198706","15.967","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198707","16.645","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198708","18.968","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198709","42.467","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198710","16.516","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198711","19.5","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198712","41.194","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198713","24.43","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198801","28.774","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198802","30.483","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198803","19.484","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198804","26.8","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198805","20.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198806","19.5","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198807","20.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198808","27.419","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198809","25.333","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198810","41.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198811","46.1","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198812","64.452","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198813","30.891","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198901","13.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198902","25.75","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198903","33.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198904","21.233","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198905","26.903","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198906","25.7","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198907","29.032","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198908","19.516","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198909","21.333","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198910","22.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198911","19.567","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198912","26.516","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","198913","23.773","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199001","31.645","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199002","31.964","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199003","30.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199004","15.933","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199005","24.871","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199006","20.433","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199007","23.032","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199008","24.129","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199009","26.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199010","30.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199011","29.033","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199012","45.742","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199013","27.899","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199101","51.203","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199102","39.877","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199103","44.941","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199104","24.655","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199105","31.38","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199106","22.313","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199107","15.052","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199108","13.212","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199109","13.861","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199110","17.61","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199111","19.883","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199112","38.447","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199113","27.685","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199201","72.032","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199202","26.69","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199203","26.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199204","23.833","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199205","23.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199206","27.067","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199207","35.161","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199208","25.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199209","24.7","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199210","30.097","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199211","32.7","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199212","45.161","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199213","32.801","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199301","30.56","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199302","36.635","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199303","31.942","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199304","40.458","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199305","30.152","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199306","22.815","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199307","25.561","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199308","26.778","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199309","16.969","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199310","13.457","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199311","17.447","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199312","25.164","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199313","26.434","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199401","19.4","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199402","30.033","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199403","28.621","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199404","20.449","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199405","20.127","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199406","20.056","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199407","21.872","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199408","28.068","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199409","20.196","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199410","24.124","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199411","27.407","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199412","28.813","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199413","24.071","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199501","55.212","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199502","99.827","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199503","38.853","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199504","31.424","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199505","29.223","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199506","26.793","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199507","27.403","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199508","23.757","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199509","25.2","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199510","29.684","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199511","37.058","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199512","31.329","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199513","37.558","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199601","30.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199602","38.724","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199603","25.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199604","31","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199605","20.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199606","21.167","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199607","29.065","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199608","24.484","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199609","20.667","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199610","28.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199611","34.433","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199612","31.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199613","27.923","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199701","28.452","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199702","42.25","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199703","39.581","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199704","31.633","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199705","23.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199706","31.4","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199707","24.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199708","23.516","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199709","16.2","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199710","29.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199711","47.967","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199712","52.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199713","32.496","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199801","29.161","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199802","27.893","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199803","28.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199804","21.833","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199805","21.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199806","13.1","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199807","17","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199808","15.419","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199809","15.333","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199810","34.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199811","40.733","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199812","32.452","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199813","24.797","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199901","50","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199902","41.143","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199903","18.71","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199904","12.733","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199905","20.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199906","23.233","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199907","27.355","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199908","32.129","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199909","19.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199910","64.774","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199911","33.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199912","49.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","199913","32.833","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200001","93.548","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200002","53.345","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200003","84.419","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200004","61.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200005","26.645","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200006","40.167","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200007","28.323","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200008","55.097","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200009","41.3","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200010","40.613","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200011","54.767","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200012","58.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200013","53.249","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200101","62.258","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200102","41.321","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200103","21.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200104","18.333","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200105","15.097","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200106","31.6","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200107","42.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200108","27.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200109","26.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200110","26.29","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200111","26.367","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200112","35.129","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200113","31.214","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200201","42.097","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200202","87.036","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200203","59.903","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200204","24.633","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200205","42.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200206","22.6","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200207","21.516","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200208","27.903","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200209","54.1","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200210","73.677","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200211","84.767","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200212","118.839","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200213","54.819","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200301","94.968","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200302","115.643","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200303","31.065","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200304","19.867","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200305","21.677","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200306","27.4","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200307","17.774","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200308","18.806","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200309","18.533","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200310","20.387","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200311","23.567","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200312","45.742","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200313","37.485","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200401","49.028","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200402","50.812","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200403","21.36","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200404","22.424","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200405","18.507","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200406","24.585","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200407","21.742","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200408","26.219","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200409","25.85","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200410","24.644","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200411","25.803","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200412","29.131","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200413","28.259","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200501","28.461","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200502","35.001","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200503","33.854","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200504","37.563","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200505","39.444","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200506","41.738","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200507","39.296","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200508","40.433","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200509","32.176","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200510","43.669","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200511","33.579","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200512","44.24","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200513","37.488","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200601","49.554","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200602","102.883","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200603","65.531","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200604","57.778","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200605","33.294","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200606","26.275","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200607","25.797","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200608","29.513","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200609","24.407","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200610","42.588","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200611","43.424","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200612","46.072","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200613","45.206","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200701","77.673","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200702","54.145","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200703","51.295","3","Propane Exports","Thousand Barrels per Day"
"PZEXPUS","200704","26.086","3","Propane Exports","Thousand Barrels per Day"
